labels,key_words,review
QUALITY,3 food,The only thing more wonderful than the food (which is exceptional) is the service.
SERVICE,3 service,The only thing more wonderful than the food (which is exceptional) is the service.
GENERAL,3 service,The only thing more wonderful than the food (which is exceptional) is the service.
SERVICE,3 waiters,The only thing the waiters don't do for you is wipe your chin when you leave.
GENERAL,3 waiters,The only thing the waiters don't do for you is wipe your chin when you leave.
RESTAURANT,3 NEG,Wonderful at holiday time.
MISCELLANEOUS,3 NEG,Wonderful at holiday time.
AMBIENCE,3 atomosphere,Cozy romantic atomosphere with only around 15 tables at most.
GENERAL,3 atomosphere,Cozy romantic atomosphere with only around 15 tables at most.
SERVICE,3 Service,Service was very prompt but slightly rushed.
GENERAL,3 Service,Service was very prompt but slightly rushed.
FOOD,2 Food,"Food was very good, but not what I would consider out of this world."
QUALITY,2 Food,"Food was very good, but not what I would consider out of this world."
AMBIENCE,3 NEG,Go here for a romantic dinner but not for an all out wow dining experience.
GENERAL,3 NEG,Go here for a romantic dinner but not for an all out wow dining experience.
RESTAURANT,1 NEG,Go here for a romantic dinner but not for an all out wow dining experience.
MISCELLANEOUS,1 NEG,Go here for a romantic dinner but not for an all out wow dining experience.
RESTAURANT,3 NEG,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
MISCELLANEOUS,3 NEG,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.
FOOD,1 food,Too bad the food wasn't of the same heritage.
QUALITY,1 food,Too bad the food wasn't of the same heritage.
FOOD,1 porcini mushroom pasta special,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
QUALITY,1 porcini mushroom pasta special,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
FOOD,1 seafood tagliatelle,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
QUALITY,1 seafood tagliatelle,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
FOOD,1 NEG,A real dissapointment.
QUALITY,1 NEG,A real dissapointment.
FOOD,1 tiramisu,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
QUALITY,1 tiramisu,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
FOOD,1 NEG,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
QUALITY,1 NEG,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
RESTAURANT,1 NEG,Priced at upper intermediate range.
PRICES,1 NEG,Priced at upper intermediate range.
RESTAURANT,3 place,I really liked this place.
GENERAL,3 place,I really liked this place.
FOOD,3 NEG,"Everything I had was good, and I'm a eater."
QUALITY,3 NEG,"Everything I had was good, and I'm a eater."
RESTAURANT,3 NEG,It was pretty inexpensive too.
PRICES,3 NEG,It was pretty inexpensive too.
FOOD,3 BBQ ribs,This place has the best Chinese style BBQ ribs in the city.
QUALITY,3 BBQ ribs,This place has the best Chinese style BBQ ribs in the city.
FOOD,3 BBQ ribs,This place has the best Chinese style BBQ ribs in the city.
STYLE_OPTIONS,3 BBQ ribs,This place has the best Chinese style BBQ ribs in the city.
FOOD,3 rice dishes,I also recommend the rice dishes or the different varieties of congee (rice porridge).
QUALITY,3 rice dishes,I also recommend the rice dishes or the different varieties of congee (rice porridge).
FOOD,3 congee (rice porridge),I also recommend the rice dishes or the different varieties of congee (rice porridge).
QUALITY,3 congee (rice porridge),I also recommend the rice dishes or the different varieties of congee (rice porridge).
RESTAURANT,3 NEG,It's great to go for a quick lunch either alone or with a friend.
MISCELLANEOUS,3 NEG,It's great to go for a quick lunch either alone or with a friend.
RESTAURANT,1 place,It's definately not a place to go if you want to impress someone.
MISCELLANEOUS,1 place,It's definately not a place to go if you want to impress someone.
FOOD,3 food,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
QUALITY,3 food,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
AMBIENCE,2 decor,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
GENERAL,2 decor,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
FOOD,3 food,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
PRICES,3 food,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
SERVICE,3 service,Quick and friendly service.
GENERAL,3 service,Quick and friendly service.
RESTAURANT,3 NEG,This is one of the best comfort food places in the city.
GENERAL,3 NEG,This is one of the best comfort food places in the city.
RESTAURANT,3 NEG,It's somewhere you can eat and be happy.
GENERAL,3 NEG,It's somewhere you can eat and be happy.
AMBIENCE,3 main dining room,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
GENERAL,3 main dining room,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
AMBIENCE,3 ceiling,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
GENERAL,3 ceiling,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
FOOD,3 food,"The food is wonderful, tasty and filling, and the service is professional and friendly."
QUALITY,3 food,"The food is wonderful, tasty and filling, and the service is professional and friendly."
FOOD,3 food,"The food is wonderful, tasty and filling, and the service is professional and friendly."
STYLE_OPTIONS,3 food,"The food is wonderful, tasty and filling, and the service is professional and friendly."
SERVICE,3 service,"The food is wonderful, tasty and filling, and the service is professional and friendly."
GENERAL,3 service,"The food is wonderful, tasty and filling, and the service is professional and friendly."
AMBIENCE,3 patio,"I can't wait for summer, when they serve outside on their gigantic patio."
GENERAL,3 patio,"I can't wait for summer, when they serve outside on their gigantic patio."
RESTAURANT,3 Suan,I recently tried Suan and I thought that it was great.
GENERAL,3 Suan,I recently tried Suan and I thought that it was great.
FOOD,3 food,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
STYLE_OPTIONS,3 food,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
RESTAURANT,3 place,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
GENERAL,3 place,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
FOOD,3 food,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
PRICES,3 food,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
SERVICE,3 service,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
GENERAL,3 service,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
FOOD,3 food,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
QUALITY,3 food,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
FOOD,3 hot sauce,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
QUALITY,3 hot sauce,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
RESTAURANT,3 NEG,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.
GENERAL,3 NEG,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.
SERVICE,3 NEG,They all know you.
GENERAL,3 NEG,They all know you.
FOOD,3 food,Good food.
QUALITY,3 food,Good food.
DRINKS,3 drink,Good drink.
QUALITY,3 drink,Good drink.
RESTAURANT,3 NEG,How do you rate home?
MISCELLANEOUS,3 NEG,How do you rate home?
FOOD,3 cheescake,I have never had cheescake like this.
QUALITY,3 cheescake,I have never had cheescake like this.
FOOD,3 NEG,I thought I had died and gone to heaven.
QUALITY,3 NEG,I thought I had died and gone to heaven.
RESTAURANT,3 spot,"Great spot, whether looking for a couple of drinks or quiet dinner."
GENERAL,3 spot,"Great spot, whether looking for a couple of drinks or quiet dinner."
RESTAURANT,3 spot,"Great spot, whether looking for a couple of drinks or quiet dinner."
MISCELLANEOUS,3 spot,"Great spot, whether looking for a couple of drinks or quiet dinner."
AMBIENCE,3 NEG,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
GENERAL,3 NEG,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
AMBIENCE,3 outdoor seating,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
GENERAL,3 outdoor seating,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
FOOD,3 food,The food is great and they have a good selecion of wines at reasonable prices.
QUALITY,3 food,The food is great and they have a good selecion of wines at reasonable prices.
DRINKS,3 wines,The food is great and they have a good selecion of wines at reasonable prices.
STYLE_OPTIONS,3 wines,The food is great and they have a good selecion of wines at reasonable prices.
DRINKS,3 wines,The food is great and they have a good selecion of wines at reasonable prices.
PRICES,3 wines,The food is great and they have a good selecion of wines at reasonable prices.
RESTAURANT,3 NEG,Have been several times and it never dissapoints.
GENERAL,3 NEG,Have been several times and it never dissapoints.
RESTAURANT,1 NEG,We were less than impressed.
GENERAL,1 NEG,We were less than impressed.
AMBIENCE,3 ambiance,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
GENERAL,3 ambiance,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
AMBIENCE,3 atmosphere,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
GENERAL,3 atmosphere,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
FOOD,1 food,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
QUALITY,1 food,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
SERVICE,1 service,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
GENERAL,1 service,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
FOOD,1 chicken casserole,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
QUALITY,1 chicken casserole,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
FOOD,1 chicken casserole,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
STYLE_OPTIONS,1 chicken casserole,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
RESTAURANT,1 NEG,Probably would not go again...
GENERAL,1 NEG,Probably would not go again...
FOOD,3 food,"i've been to sapphire twice and both times the food was fine, if not good."
QUALITY,3 food,"i've been to sapphire twice and both times the food was fine, if not good."
FOOD,3 chicken,"stick with the chicken, beef, and lamb dishes."
QUALITY,3 chicken,"stick with the chicken, beef, and lamb dishes."
FOOD,3 beef,"stick with the chicken, beef, and lamb dishes."
QUALITY,3 beef,"stick with the chicken, beef, and lamb dishes."
FOOD,3 lamb dishes,"stick with the chicken, beef, and lamb dishes."
QUALITY,3 lamb dishes,"stick with the chicken, beef, and lamb dishes."
SERVICE,3 service,"service is friendly, and never had a problem walking in and getting a table."
GENERAL,3 service,"service is friendly, and never had a problem walking in and getting a table."
RESTAURANT,3 NEG,"service is friendly, and never had a problem walking in and getting a table."
MISCELLANEOUS,3 NEG,"service is friendly, and never had a problem walking in and getting a table."
FOOD,1 dessert,skip dessert.
QUALITY,1 dessert,skip dessert.
FOOD,3 Reuben sandwich,Best Reuben sandwich ever!
QUALITY,3 Reuben sandwich,Best Reuben sandwich ever!
FOOD,3 NEG,A classic!
QUALITY,3 NEG,A classic!
RESTAURANT,3 Bloom's,Don't miss Bloom's on your next trip to Manhatten.
GENERAL,3 Bloom's,Don't miss Bloom's on your next trip to Manhatten.
RESTAURANT,3 place,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York."
MISCELLANEOUS,3 place,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York."
RESTAURANT,3 Bloom's,Thanks Bloom's for a lovely trip.
GENERAL,3 Bloom's,Thanks Bloom's for a lovely trip.
FOOD,1 food,"The food was not fresh, the sauces were bland and very oily."
QUALITY,1 food,"The food was not fresh, the sauces were bland and very oily."
FOOD,1 sauces,"The food was not fresh, the sauces were bland and very oily."
QUALITY,1 sauces,"The food was not fresh, the sauces were bland and very oily."
FOOD,1 NEG,It just wasn't Thai.
QUALITY,1 NEG,It just wasn't Thai.
FOOD,1 NEG,Was surprisingly disappointed.
QUALITY,1 NEG,Was surprisingly disappointed.
FOOD,1 Pizza,Pizza was a little soggy.
QUALITY,1 Pizza,Pizza was a little soggy.
FOOD,3 Ravioli,Ravioli was good...but I have to say that I found everything a bit overpriced.
QUALITY,3 Ravioli,Ravioli was good...but I have to say that I found everything a bit overpriced.
FOOD,1 NEG,Ravioli was good...but I have to say that I found everything a bit overpriced.
PRICES,1 NEG,Ravioli was good...but I have to say that I found everything a bit overpriced.
DRINKS,1 wines by the glass,Not enough wines by the glass either.
STYLE_OPTIONS,1 wines by the glass,Not enough wines by the glass either.
SERVICE,3 Service,"Service, however, was excellent...and I liked the setting/atmosphere a lot. "
GENERAL,3 Service,"Service, however, was excellent...and I liked the setting/atmosphere a lot. "
AMBIENCE,3 setting/atmosphere,"Service, however, was excellent...and I liked the setting/atmosphere a lot. "
GENERAL,3 setting/atmosphere,"Service, however, was excellent...and I liked the setting/atmosphere a lot. "
FOOD,2 Food,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw."
QUALITY,2 Food,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw."
RESTAURANT,1 NEG,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw."
PRICES,1 NEG,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw."
RESTAURANT,3 place,This place is a great bargain.
PRICES,3 place,This place is a great bargain.
FOOD,3 Pakistani food,Authentic Pakistani food.
QUALITY,3 Pakistani food,Authentic Pakistani food.
SERVICE,3 People,People are always friendly.
GENERAL,3 People,People are always friendly.
FOOD,3 food,"Just straight up cheap, good food."
QUALITY,3 food,"Just straight up cheap, good food."
FOOD,3 food,"Just straight up cheap, good food."
PRICES,3 food,"Just straight up cheap, good food."
RESTAURANT,3 Faan,Faan is sooo good.
GENERAL,3 Faan,Faan is sooo good.
FOOD,3 pad thai,The best pad thai i've ever had.
QUALITY,3 pad thai,The best pad thai i've ever had.
AMBIENCE,3 design,The design and atmosphere is just as good.
GENERAL,3 design,The design and atmosphere is just as good.
AMBIENCE,3 atmosphere,The design and atmosphere is just as good.
GENERAL,3 atmosphere,The design and atmosphere is just as good.
DRINKS,3 bottles of wine,bottles of wine are cheap and good.
PRICES,3 bottles of wine,bottles of wine are cheap and good.
DRINKS,3 bottles of wine,bottles of wine are cheap and good.
QUALITY,3 bottles of wine,bottles of wine are cheap and good.
RESTAURANT,3 NEG,What more could you want?
GENERAL,3 NEG,What more could you want?
FOOD,1 food,The food was actually aweful.
QUALITY,1 food,The food was actually aweful.
FOOD,1 NEG,I'm not picky - but it was actually gross.
QUALITY,1 NEG,I'm not picky - but it was actually gross.
FOOD,1 mussles,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
QUALITY,1 mussles,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
FOOD,1 seabass,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
QUALITY,1 seabass,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
FOOD,1 goat cheese salad,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
QUALITY,1 goat cheese salad,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
FOOD,1 penne w/ chicken,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
QUALITY,1 penne w/ chicken,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
FOOD,1 NEG,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
QUALITY,1 NEG,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting."
AMBIENCE,3 atmosphere,"Nice atmosphere, the service was very pleasant and the desert was good."
GENERAL,3 atmosphere,"Nice atmosphere, the service was very pleasant and the desert was good."
SERVICE,3 service,"Nice atmosphere, the service was very pleasant and the desert was good."
GENERAL,3 service,"Nice atmosphere, the service was very pleasant and the desert was good."
FOOD,3 desert,"Nice atmosphere, the service was very pleasant and the desert was good."
QUALITY,3 desert,"Nice atmosphere, the service was very pleasant and the desert was good."
RESTAURANT,1 NEG,Wouldn't recomend it for dinner!
GENERAL,1 NEG,Wouldn't recomend it for dinner!
RESTAURANT,3 NEG,This is the perfect date spot for Williamsburg couples.
MISCELLANEOUS,3 NEG,This is the perfect date spot for Williamsburg couples.
AMBIENCE,3 jukebox,The jukebox plays everything from Italian Opera to The Strokes.
GENERAL,3 jukebox,The jukebox plays everything from Italian Opera to The Strokes.
FOOD,3 food,"The food is amazing, rich pastas and fresh doughy pizza."
QUALITY,3 food,"The food is amazing, rich pastas and fresh doughy pizza."
FOOD,3 pastas,"The food is amazing, rich pastas and fresh doughy pizza."
STYLE_OPTIONS,3 pastas,"The food is amazing, rich pastas and fresh doughy pizza."
FOOD,3 pizza,"The food is amazing, rich pastas and fresh doughy pizza."
QUALITY,3 pizza,"The food is amazing, rich pastas and fresh doughy pizza."
AMBIENCE,3 vibe,"Best of all is the warm vibe, the owner is super friendly and service is fast."
GENERAL,3 vibe,"Best of all is the warm vibe, the owner is super friendly and service is fast."
SERVICE,3 owner,"Best of all is the warm vibe, the owner is super friendly and service is fast."
GENERAL,3 owner,"Best of all is the warm vibe, the owner is super friendly and service is fast."
SERVICE,3 service,"Best of all is the warm vibe, the owner is super friendly and service is fast."
GENERAL,3 service,"Best of all is the warm vibe, the owner is super friendly and service is fast."
RESTAURANT,2 NEG,"If only they delivered, they'd make a mint!"
MISCELLANEOUS,2 NEG,"If only they delivered, they'd make a mint!"
DRINKS,3 drinks,go here for the drinks!
QUALITY,3 drinks,go here for the drinks!
DRINKS,3 drinks,the drinks are amazing and half off till 8pm.
QUALITY,3 drinks,the drinks are amazing and half off till 8pm.
DRINKS,3 drinks,the drinks are amazing and half off till 8pm.
PRICES,3 drinks,the drinks are amazing and half off till 8pm.
SERVICE,3 Usha,"Ask for Usha, the nicest bartender in manhattan."
GENERAL,3 Usha,"Ask for Usha, the nicest bartender in manhattan."
DRINKS,3 sassy lassi,My fav was the sassy lassi...
QUALITY,3 sassy lassi,My fav was the sassy lassi...
FOOD,3 roti rolls,This is an amazing place to try some roti rolls.
QUALITY,3 roti rolls,This is an amazing place to try some roti rolls.
FOOD,3 Unda (Egg) rolls,I really recommend the very simple Unda (Egg) rolls.
QUALITY,3 Unda (Egg) rolls,I really recommend the very simple Unda (Egg) rolls.
FOOD,3 spices,"Delicate spices, onions, eggs and a kick-ass roti."
QUALITY,3 spices,"Delicate spices, onions, eggs and a kick-ass roti."
FOOD,3 onions,"Delicate spices, onions, eggs and a kick-ass roti."
QUALITY,3 onions,"Delicate spices, onions, eggs and a kick-ass roti."
FOOD,3 eggs,"Delicate spices, onions, eggs and a kick-ass roti."
QUALITY,3 eggs,"Delicate spices, onions, eggs and a kick-ass roti."
FOOD,3 roti,"Delicate spices, onions, eggs and a kick-ass roti."
QUALITY,3 roti,"Delicate spices, onions, eggs and a kick-ass roti."
FOOD,3 NEG,Amazing!
QUALITY,3 NEG,Amazing!
AMBIENCE,3 Toons,"Toons has recently been redone, so it's now a very attractive space."
GENERAL,3 Toons,"Toons has recently been redone, so it's now a very attractive space."
FOOD,3 food,The food's as good as ever.
QUALITY,3 food,The food's as good as ever.
FOOD,3 Thai food,"In an area sadly lacking in decent Thai food, this is one of the best spots."
QUALITY,3 Thai food,"In an area sadly lacking in decent Thai food, this is one of the best spots."
AMBIENCE,3 decor,"Went here last night - nice decor, good service, but the food was surprisingly excellent."
GENERAL,3 decor,"Went here last night - nice decor, good service, but the food was surprisingly excellent."
SERVICE,3 service,"Went here last night - nice decor, good service, but the food was surprisingly excellent."
GENERAL,3 service,"Went here last night - nice decor, good service, but the food was surprisingly excellent."
FOOD,3 food,"Went here last night - nice decor, good service, but the food was surprisingly excellent."
QUALITY,3 food,"Went here last night - nice decor, good service, but the food was surprisingly excellent."
FOOD,2 portions,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people."
STYLE_OPTIONS,2 portions,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people."
RESTAURANT,3 NEG,Can't wait to go back.
GENERAL,3 NEG,Can't wait to go back.
FOOD,3 drumsticks over rice,Best drumsticks over rice and sour spicy soup in town!
QUALITY,3 drumsticks over rice,Best drumsticks over rice and sour spicy soup in town!
FOOD,3 sour spicy soup,Best drumsticks over rice and sour spicy soup in town!
QUALITY,3 sour spicy soup,Best drumsticks over rice and sour spicy soup in town!
FOOD,3 Beef noodle soup,Beef noodle soup is good as well.
QUALITY,3 Beef noodle soup,Beef noodle soup is good as well.
SERVICE,3 service,The service is good and the resturant is clean.
GENERAL,3 service,The service is good and the resturant is clean.
AMBIENCE,3 resturant,The service is good and the resturant is clean.
GENERAL,3 resturant,The service is good and the resturant is clean.
FOOD,3 Taiwanese food,Best Taiwanese food in NY!
QUALITY,3 Taiwanese food,Best Taiwanese food in NY!
RESTAURANT,3 Rao's,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
GENERAL,3 Rao's,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.
RESTAURANT,3 NEG,"For those that go once and don't enjoy it, all I can say is that they just don't get it."
MISCELLANEOUS,3 NEG,"For those that go once and don't enjoy it, all I can say is that they just don't get it."
SERVICE,3 service,Rao's has the best service and atmosphere in NYC.
GENERAL,3 service,Rao's has the best service and atmosphere in NYC.
AMBIENCE,3 atmosphere,Rao's has the best service and atmosphere in NYC.
GENERAL,3 atmosphere,Rao's has the best service and atmosphere in NYC.
RESTAURANT,1 NEG,Good luck getting a table.
MISCELLANEOUS,1 NEG,Good luck getting a table.
RESTAURANT,3 place,My roommate and I LOVE this place.
GENERAL,3 place,My roommate and I LOVE this place.
AMBIENCE,3 outdoor seating,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
GENERAL,3 outdoor seating,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
AMBIENCE,3 Indoor,Indoor was very cozy and cute.
GENERAL,3 Indoor,Indoor was very cozy and cute.
FOOD,3 portion sizes,"The portion sizes here are huge, and the sushi is good."
STYLE_OPTIONS,3 portion sizes,"The portion sizes here are huge, and the sushi is good."
FOOD,3 sushi,"The portion sizes here are huge, and the sushi is good."
QUALITY,3 sushi,"The portion sizes here are huge, and the sushi is good."
SERVICE,3 Staff,Staff is very accomodating.
GENERAL,3 Staff,Staff is very accomodating.
FOOD,3 dumplings,"Excellent dumplings served amid clean, chic decor."
QUALITY,3 dumplings,"Excellent dumplings served amid clean, chic decor."
AMBIENCE,3 decor,"Excellent dumplings served amid clean, chic decor."
GENERAL,3 decor,"Excellent dumplings served amid clean, chic decor."
FOOD,3 $10 10-piece dim sum combo,"I got the $10 10-piece dim sum combo, every bite of which was great."
QUALITY,3 $10 10-piece dim sum combo,"I got the $10 10-piece dim sum combo, every bite of which was great."
FOOD,1 NEG,But $1 for each small piece???
PRICES,1 NEG,But $1 for each small piece???
FOOD,1 NEG,Not worth it.
PRICES,1 NEG,Not worth it.
RESTAURANT,1 NEG,I won't go back unless someone else is footing the bill.
PRICES,1 NEG,I won't go back unless someone else is footing the bill.
AMBIENCE,3 decor,The decor is very simple but comfortable.
GENERAL,3 decor,The decor is very simple but comfortable.
FOOD,3 food,The food was delicious but do not come here on a empty stomach.
QUALITY,3 food,The food was delicious but do not come here on a empty stomach.
FOOD,1 food,The food was delicious but do not come here on a empty stomach.
STYLE_OPTIONS,1 food,The food was delicious but do not come here on a empty stomach.
FOOD,1 portions,The portions are small but being that the food was so good makes up for that.
STYLE_OPTIONS,1 portions,The portions are small but being that the food was so good makes up for that.
FOOD,3 food,The portions are small but being that the food was so good makes up for that.
QUALITY,3 food,The portions are small but being that the food was so good makes up for that.
FOOD,3 crabmeat lasagna,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
QUALITY,3 crabmeat lasagna,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
FOOD,3 chocolate bread pudding,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
QUALITY,3 chocolate bread pudding,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
SERVICE,3 staff,The staff there is very attentive and down to earth.
GENERAL,3 staff,The staff there is very attentive and down to earth.
RESTAURANT,3 NEG,I loved it and would go again.
GENERAL,3 NEG,I loved it and would go again.
FOOD,3 Indian food,Great Indian food and the service is incredible.
QUALITY,3 Indian food,Great Indian food and the service is incredible.
SERVICE,3 service,Great Indian food and the service is incredible.
GENERAL,3 service,Great Indian food and the service is incredible.
SERVICE,3 owner,The owner truly caters to all your needs.
GENERAL,3 owner,The owner truly caters to all your needs.
SERVICE,3 NEG,"When family came in he gave them apps to test their palets, and then ordered for them."
GENERAL,3 NEG,"When family came in he gave them apps to test their palets, and then ordered for them."
SERVICE,3 NEG,Everyone was more then happy with his choices.
GENERAL,3 NEG,Everyone was more then happy with his choices.
FOOD,3 food,Great food and the prices are very reasonable.
QUALITY,3 food,Great food and the prices are very reasonable.
RESTAURANT,3 NEG,Great food and the prices are very reasonable.
PRICES,3 NEG,Great food and the prices are very reasonable.
FOOD,3 food,The food here does a great service to the name (Cantonese that is...).
QUALITY,3 food,The food here does a great service to the name (Cantonese that is...).
FOOD,3 egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
QUALITY,3 egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
FOOD,3 dish,This dish is my favorite and I always get it when I go there and never get tired of it.
QUALITY,3 dish,This dish is my favorite and I always get it when I go there and never get tired of it.
FOOD,3 congee,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread."
QUALITY,3 congee,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread."
FOOD,3 Ow Ley Soh,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread."
QUALITY,3 Ow Ley Soh,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread."
FOOD,3 Chinese food,Simply some good tasting Chinese food at incredible prices...
QUALITY,3 Chinese food,Simply some good tasting Chinese food at incredible prices...
FOOD,3 Chinese food,Simply some good tasting Chinese food at incredible prices...
PRICES,3 Chinese food,Simply some good tasting Chinese food at incredible prices...
SERVICE,1 Service,Service is not what you are coming here for...
GENERAL,1 Service,Service is not what you are coming here for...
RESTAURANT,3 Big Wong,Big Wong is a great place to eat and fill your stomach.
GENERAL,3 Big Wong,Big Wong is a great place to eat and fill your stomach.
AMBIENCE,3 jazz duo,"whoever the jazz duo was, they were on POINT."
GENERAL,3 jazz duo,"whoever the jazz duo was, they were on POINT."
AMBIENCE,3 music,"good music, great food, speedy service affordable prices."
GENERAL,3 music,"good music, great food, speedy service affordable prices."
FOOD,3 food,"good music, great food, speedy service affordable prices."
QUALITY,3 food,"good music, great food, speedy service affordable prices."
SERVICE,3 service,"good music, great food, speedy service affordable prices."
GENERAL,3 service,"good music, great food, speedy service affordable prices."
RESTAURANT,3 NEG,"good music, great food, speedy service affordable prices."
PRICES,3 NEG,"good music, great food, speedy service affordable prices."
