labels	key_words	review
2food	food	"I care more about the food and ambience."
2ambience	food	"I care more about the food and ambience."
1food	drinks	"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
1price	drinks	"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
1anecdotes/miscellaneous	NEGATIVE	"Avoid at all costs."
3anecdotes/miscellaneous	NEGATIVE	"I would highly recommend this place to everyone for any occasion!"
3service	service	"The service is fantastic."
3anecdotes/miscellaneous	NEGATIVE	"I recommend that you try this hidden spot which will surely blowup very soon"
3food	garlic mashed potatoes	"The garlic mashed potatoes are hands down the best in the city!"
2food	Food	"Food and service was okay."
2service	Food	"Food and service was okay."
3ambience	NEGATIVE	"great for a romantic evening, or a fun evening with friends..."
1food	lamb meat	"The lamb meat was under-cooked and EXTRMELY CHEWY."
3food	pad thai	"The best pad thai i've ever had."
1food	food quality	"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason."
1service	food quality	"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason."
3food	pizza	"Great pizza and fantastic service."
3service	pizza	"Great pizza and fantastic service."
1service	waiter	"We were seated outside and the waiter spilled red wine and hot tea on myself and my date."
2anecdotes/miscellaneous	oil	"i would just ask for no oil next time."
1food	place	"While this is a pretty place in that overly cute French way, the food was insultingly horrible."
3ambience	place	"While this is a pretty place in that overly cute French way, the food was insultingly horrible."
1anecdotes/miscellaneous	lunch	"I went there for lunch and it was not as good as I expected from the reviews I read."
2anecdotes/miscellaneous	NEGATIVE	"I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central."
3food	NEGATIVE	"None of that yucky whipped stuff."
1food	wine list	"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be."
1service	Lassi	"I ordered a Lassi and asked 4 times for it but never got it."
3food	coffee	"Their coffee is quite good too!"
1anecdotes/miscellaneous	NEGATIVE	"I would not recommend this place to anyone."
3food	wine list	"great wine list (italian), good food, service was INITIALLY fine."
4service	wine list	"great wine list (italian), good food, service was INITIALLY fine."
1ambience	space	"Despite the fact that the space is large, they've overcrowded the floor with tables."
1service	NEGATIVE	"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience."
4service	service	"As far as the service goes, the waitresses were not particularly friendly, but they got the job done."
1service	place	"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!"
1service	dish	"I had to ask her three times before she finally came back with the dish Ive requested."
3food	host	"Normally that would be improper, however they were all delicious and my host did not complain."
3food	Taxan	"Taxan delicious!"
1anecdotes/miscellaneous	NEGATIVE	"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating."
4food	sandwiches	"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price)."
3price	sandwiches	"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price)."
2food	Southern Indian cuisine	"Southern Indian cuisine is still there, too."
2anecdotes/miscellaneous	place	"Restaurant snobs need not bother, this is a small, neighborhood kind of place."
3anecdotes/miscellaneous	NEGATIVE	"Have been dozens of times and never failed to enjoy the experience."
1food	salad	"They couldn't even make a salad that was appealing."
3price	tip	"For two people with tip was less than $25 bucks."
3food	Sushi	"Killer Sushi!"
3food	food	"Of course the reason its so packed is because the food is so delicious!"
3food	Staffs	"Staffs are not that friendly, but the taste covers all."
1service	Staffs	"Staffs are not that friendly, but the taste covers all."
2ambience	jukebox	"The jukebox plays everything from Italian Opera to The Strokes."
2anecdotes/miscellaneous	NEGATIVE	"And I've been to many NYC delis."
2anecdotes/miscellaneous	NEGATIVE	"This place is always packed."
1service	NEGATIVE	"Much of the time it seems like they do not care about you."
3food	martini	"Plus they made a perfect martini."
2food	food	"I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch."
2anecdotes/miscellaneous	cuisine	"I've eaten thai many times, and am very familiar with the cuisine."
3service	waiter	"The waiter was attentive."
3food	Margarita	"Their Margarita is best I've had since I've returned from Naples!"
3anecdotes/miscellaneous	NEGATIVE	"I highly recommend the restaurant based on our experience last night."
3food	tastes	"The tastes makes your mouth water for more."
2anecdotes/miscellaneous	NEGATIVE	"I came into the city to try out this restaurant because a friend had recommended it to my husband."
3food	sake list	"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"
3service	sake list	"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"
2food	tables	"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
1ambience	tables	"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
1price	tables	"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
3anecdotes/miscellaneous	NEGATIVE	"All in all a wonderful experience, can't wait to come back."
1food	food	"The food was actually aweful."
2anecdotes/miscellaneous	NEGATIVE	"after dining at B.O.G over twenty times now, its official !"
3food	appetizer	"They are served with a free appetizer and the portions are perfect for lunch."
3price	appetizer	"They are served with a free appetizer and the portions are perfect for lunch."
3ambience	space	"There is actually space to breathe and the decor sets the tone for an intimate dinner."
3service	service	"We went around 9:30 on a Friday and it had died down a bit by then so the service was great!"
2food	Steak	"My husband and I both ordered the Steak, medium."
2anecdotes/miscellaneous	Steak	"My husband and I both ordered the Steak, medium."
1food	rice	"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting."
3food	sushi	"This place has realy fresh sushi and a nice large menu of Japanese classic cuisine."
2food	sushi	"The sushi is average and the prices are anything but."
1price	sushi	"The sushi is average and the prices are anything but."
3food	spinach	"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions."
2anecdotes/miscellaneous	Owner	"Owner must have coem on this website to give himself credit."
2anecdotes/miscellaneous	service	"Turned out there was full service upstairs and sat down."
3anecdotes/miscellaneous	NEGATIVE	"I would go back."
3anecdotes/miscellaneous	NEGATIVE	"Definitely will be back!"
2food	dim sum orders	"Several of the dim sum orders had about 6-8 pieces."
2anecdotes/miscellaneous	NEGATIVE	"I'm not sure why these other reviewers are whining so much."
2anecdotes/miscellaneous	NEGATIVE	"they live up to the thai way of living."
3food	dumpling	"If you have a dumpling fetish i suggest you try some here!"
3food	wine menu	"Three page wine menu, one page entree and horedevous."
3food	food	"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly."
3service	food	"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly."
1service	waiters	"The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected."
2anecdotes/miscellaneous	NEGATIVE	"I live nearby and when they first opened, I ate there a lot."
3food	food	"And the food was fantastic."
3anecdotes/miscellaneous	NEGATIVE	"This is the kind of place you'd like to take all your friends to and still keep a secret."
3food	drink	"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot)."
3ambience	drink	"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot)."
2food	chef	"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
3service	owner	"They're also friendlier here, especially the owner, Kenny."
3food	room	"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate."
1ambience	room	"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate."
2anecdotes/miscellaneous	waterbugs	"I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream)."
1ambience	waterbugs	"I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream)."
3service	crew	"Winnie and her staff are the best crew you can find serving you."
4food	ambiance	"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca."
3ambience	ambiance	"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca."
2service	host	"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered."
3food	chutneys	"You can even get packages of the chutneys to stock your fridge!"
3service	chutneys	"You can even get packages of the chutneys to stock your fridge!"
3food	bar	"The bar has various selections and the mixed drink special is a catcher! 2 for 1's."
4price	NEGATIVE	"Slightly on the pricey side but worth it!"
3food	food	"If it isn't for the food (A+++), it must be the service or the ambience."
3service	food	"If it isn't for the food (A+++), it must be the service or the ambience."
3ambience	food	"If it isn't for the food (A+++), it must be the service or the ambience."
1service	chef	"During the course of the past 3 months, the chef and staff changed and it was not for the better."
1food	chef	"During the course of the past 3 months, the chef and staff changed and it was not for the better."
3ambience	ambience	"I like the ambience, it's very dark and original."
3ambience	NEGATIVE	"Not the typical NYC gimmick theme restaurant."
2anecdotes/miscellaneous	NEGATIVE	"We were exploring Grand Central and didn't want to eat in the food court."
1price	money	"Overall, not worth the money."
1price	prices	"This place is not worth the prices."
2anecdotes/miscellaneous	drink	"We left after one drink."
1anecdotes/miscellaneous	NEGATIVE	"Everything that happened was not even up to mediocre."
1ambience	NEGATIVE	"Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy."
3food	bagels	"Pick a bagel has the best bagels in the city."
4ambience	atmosphere	"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge."
2food	NEGATIVE	"It's called Gnochi alla nona and is found under Chef Specials."
3ambience	NEGATIVE	"It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country."
1ambience	waiting area	"Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken."
1food	food	"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
3food	fried dumplings	"The fried dumplings are GREAT!"
3food	BBQ ribs	"This place has the best Chinese style BBQ ribs in the city."
2anecdotes/miscellaneous	waiters	"Ive been here so many times the waiters know my name."
4ambience	decor	"The decor is very simple but comfortable."
3anecdotes/miscellaneous	NEGATIVE	"I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed."
3food	Argentinian Pizza	"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent."
3anecdotes/miscellaneous	NEGATIVE	"Heartland Brewery is a great way to start or finish your day."
3food	kamasutra	"The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time."
3anecdotes/miscellaneous	date spot	"This is the perfect date spot for Williamsburg couples."
2food	dim sum	"The dim sum here is only so-so."
2anecdotes/miscellaneous	NEGATIVE	"It was raining, and we figured why not?"
3food	food	"$6 and there is much tasty food, all of it fresh and continually refilled."
3price	food	"$6 and there is much tasty food, all of it fresh and continually refilled."
3food	food	"Just straight up cheap, good food."
3price	food	"Just straight up cheap, good food."
3anecdotes/miscellaneous	NEGATIVE	"Another welcome addition to the neighborhood."
4ambience	Seating	"Seating is ok even though sometimes there's alot of people."
2anecdotes/miscellaneous	NEGATIVE	"This time, I prefer not to go into detail."
1price	cost	"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare."
4service	Service	"Service was slow, but the people were friendly."
3food	NEGATIVE	"Steamed fresh so brought hot hot hot to your table."
1food	steak	"The steak was very fatty and the sauce was overpowering and not very tasty."
1ambience	NEGATIVE	"My only problem is that you are literally sitting on top of the people next to you!"
3price	NEGATIVE	"And affordable."
3food	staff	"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!"
3service	staff	"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!"
3ambience	staff	"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!"
2anecdotes/miscellaneous	NEGATIVE	"i actually feel like i should keep it a secret."
4food	food	"The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry)."
1anecdotes/miscellaneous	NEGATIVE	"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but."
3food	menu	"They have a very diverse menu so its something for everybody."
1anecdotes/miscellaneous	NEGATIVE	"Haru on Park S is simply disgusting."
1service	staff	"The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check."
3anecdotes/miscellaneous	food spot	"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city."
2anecdotes/miscellaneous	NEGATIVE	"I drop more dollar bills here than your uncle after a weekend at Scores."
3food	bagel	"The bagel was huge."
3anecdotes/miscellaneous	NEGATIVE	"Go there to relax and feel like your somewhere else."
3food	tuna	"Get the tuna of gari."
4food	somosas	"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
3anecdotes/miscellaneous	NEGATIVE	"It was a very nice surprise."
2food	prices	"Edible but really a ripoff at those prices given whats in the area."
1price	prices	"Edible but really a ripoff at those prices given whats in the area."
4service	staff	"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
1ambience	staff	"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
3anecdotes/miscellaneous	NEGATIVE	"I am French and I really felt like home!!!"
3anecdotes/miscellaneous	NEGATIVE	"I have been to Casimir over 5 times and I have always had a great time there."
3service	service	"The service was the only thing good about this restaurant."
2anecdotes/miscellaneous	NEGATIVE	"It's usually packed for good reason, esp."
3service	Service	"Service- friendly and attentive."
3anecdotes/miscellaneous	NEGATIVE	"I love going there!"
3anecdotes/miscellaneous	NEGATIVE	"I cannot recommend OG more highly if I tried - check it out for yourself."
3anecdotes/miscellaneous	NEGATIVE	"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York."
3service	Service	"Service was very prompt but slightly rushed."
3food	food	"Great food, great decor, great service."
3service	food	"Great food, great decor, great service."
3ambience	food	"Great food, great decor, great service."
1service	tables	"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated."
2food	palak paneer	"The palak paneer was standard, and I was not a fan of the malai kofta."
3price	dining	"I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience."
1service	service	"Yeah, sometimes the service can be slow."
1ambience	ambiance	"There was no ambiance."
1anecdotes/miscellaneous	food	"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service."
3food	service	"The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura."
3service	service	"The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura."
3anecdotes/miscellaneous	NEGATIVE	"But trust me it is so worth it."
2anecdotes/miscellaneous	NEGATIVE	"It is not a place for tourists or someone who has never dined in Bay Ridge."
3anecdotes/miscellaneous	NEGATIVE	"THe perfect spot."
1price	bottle	"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever."
3food	sushi	"They sell special sushi, everything have a topping, sauce and etc."
1anecdotes/miscellaneous	taste	"DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste."
2ambience	taste	"DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste."
1service	NEGATIVE	"They never came back to refill our glasses again."
3service	service	"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
1ambience	service	"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
3food	service	"The service was excellent and the food was delicious."
3service	service	"The service was excellent and the food was delicious."
3service	Service	"Service was also very good."
3anecdotes/miscellaneous	meal	"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal."
1food	portions	"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!"
1service	NEGATIVE	"They're rude at times, and not very friendly."
3food	food	"I'm happy to have Nosh in the neighborhood and the food is very comforting."
3anecdotes/miscellaneous	food	"I'm happy to have Nosh in the neighborhood and the food is very comforting."
3ambience	atmosphere	"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays."
1food	NEGATIVE	"They kindly brought us more to see if it was better, but it was not!"
3food	food	"love the food."
3anecdotes/miscellaneous	candles	"I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures."
3ambience	candles	"I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures."
3food	desserts	"All the desserts the group tried got favorable reviews."
3anecdotes/miscellaneous	sake	"There's something smooth about sipping sake upper east side style."
3ambience	place	"It's a nice place to relax and have conversation."
3anecdotes/miscellaneous	NEGATIVE	"This place has got to be the best japanese restaurant in the new york area."
3food	Reuben sandwich	"Best Reuben sandwich ever!"
3food	place	"Lucky Strike is a great casual place to just grab a bite to eat."
3food	strawberry daiquiries	"Wonderful strawberry daiquiries as well!"
3anecdotes/miscellaneous	dinner	"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook."
1food	sushi	"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud)."
1service	sushi	"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud)."
4ambience	sushi	"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud)."
3anecdotes/miscellaneous	NEGATIVE	"I loved it and would go again."
3food	Frites	"Frites were delicious if a bit on the thick side."
3anecdotes/miscellaneous	NEGATIVE	"SO SO SO SO SO good!"
1price	NEGATIVE	"Alone for 100 bucks, it is really overprice."
3anecdotes/miscellaneous	NEGATIVE	"Out of the hundreds of Italian restaurants in Queens, this is among the best."
3anecdotes/miscellaneous	NEGATIVE	"Very good value"
3ambience	zen feel	"Here you get the zen feel without feeling rigid."
4anecdotes/miscellaneous	drink	"I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time."
3food	egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork	"I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork."
2anecdotes/miscellaneous	table	"I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people."
3food	bagel	"Overall, the best bagel in town."
3anecdotes/miscellaneous	NEGATIVE	"Everything a NY pizza joint should be."
3food	NEGATIVE	"It was huge, delicious, fresh, and will be the reason we return."
2anecdotes/miscellaneous	NEGATIVE	"We go often."
3food	summer rolls	"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris."
3food	sushi	"The sushi seemed pretty fresh and was adequately proportioned."
1anecdotes/miscellaneous	NEGATIVE	"moral stay away."
1service	service	"but the service was a bit slow."
3food	Spreads	"Spreads and toppings are great - though a bit pricey."
1price	Spreads	"Spreads and toppings are great - though a bit pricey."
3anecdotes/miscellaneous	pizza	"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!"
1service	plates	"No one asked what was wrong as we left with nothing touched on our plates."
3ambience	Indoor	"Indoor was very cozy and cute."
3service	brunch	"We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time."
1food	prices	"And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!"
1service	prices	"And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!"
1price	prices	"And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!"
3anecdotes/miscellaneous	NEGATIVE	"They're terrific!!"
3food	service	"The service was excellent, the food was excellent, but the entire experience was very cool."
3service	service	"The service was excellent, the food was excellent, but the entire experience was very cool."
3service	service	"The service is good and the resturant is clean."
3ambience	service	"The service is good and the resturant is clean."
3ambience	drinks	"Great spot, whether looking for a couple of drinks or quiet dinner."
2food	dishes	"Just stick with the small dishes!"
1service	cafe	"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better."
3ambience	cafe	"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better."
3service	staff	"I've rarely had a problem with slow staff in the 10 years I've been going."
3food	Food	"Food is excellent."
1ambience	NEGATIVE	"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown."
3anecdotes/miscellaneous	NEGATIVE	"They outshine HH."
3food	salads	"Although we were looking for regular lettuce and some walnuts the salads we got were great."
3food	lunch buffet	"Excellent lunch buffet for only $6.95."
3price	lunch buffet	"Excellent lunch buffet for only $6.95."
1anecdotes/miscellaneous	NEGATIVE	"We were sorry to check them off our list as we had enjoyed and recommended the place in the past."
1anecdotes/miscellaneous	cuisine	"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards."
3food	priced	"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling."
3price	priced	"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling."
1anecdotes/miscellaneous	NEGATIVE	"Problem is nothing at Prune is particularly memorable."
3ambience	Ambience	"Ambience is so cute and quaint, good for business although we were there on vacation."
3food	portion sizes	"The portion sizes here are huge, and the sushi is good."
2anecdotes/miscellaneous	NEGATIVE	"Just wish they'd expand."
3food	tuna	"My boyfriend ate tuna and it was cooked perfectly!"
3food	menu	"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special."
3food	food	"Good food at the restaurant (a bit expensive, but great if you want to impress your date)."
1price	food	"Good food at the restaurant (a bit expensive, but great if you want to impress your date)."
3food	caviar	"I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service."
3service	caviar	"I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service."
4price	food	"You can't say its cheap because food is cheaper in Chinatown."
3food	food	"I have eaten there 3-4 times and the food was always good."
3anecdotes/miscellaneous	NEGATIVE	"keep up the good work."
2anecdotes/miscellaneous	wait	"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place."
3anecdotes/miscellaneous	eats	"great eats, good times."
3food	eats	"great eats, good times."
3anecdotes/miscellaneous	NEGATIVE	"Make sure you try this place as often as you can."
3food	fish	"Grilled whole fish wonderful, great spicing."
3food	Tuscan cuisine	"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit."
3service	entrees	"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!"
3service	service	"The service was great as well."
3food	lobster teriyaki	"Try the lobster teriyaki and the rose special roll."
3anecdotes/miscellaneous	entrees	"Another plus is most of the entrees are approx."
3anecdotes/miscellaneous	NEGATIVE	"I will go back to Suan soon!"
3anecdotes/miscellaneous	NEGATIVE	"Loved it!"
3food	food	"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!"
3ambience	food	"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!"
3anecdotes/miscellaneous	NEGATIVE	"We were pleasantly surprised."
3service	place	"From the moment we walked in they were more than accomodating even though the place was packed."
1ambience	place	"From the moment we walked in they were more than accomodating even though the place was packed."
1ambience	NEGATIVE	"It is LOUD, HOT and DARK."
3food	food	"I found the food, service and value exceptional everytime I have been there."
3service	food	"I found the food, service and value exceptional everytime I have been there."
3price	food	"I found the food, service and value exceptional everytime I have been there."
1anecdotes/miscellaneous	foods	"We ate at this Thai place following the reviews but very unhappy with the foods."
1food	foods	"We ate at this Thai place following the reviews but very unhappy with the foods."
4food	food	"The food is definitely good, but I left a bit disappointed."
4anecdotes/miscellaneous	food	"The food is definitely good, but I left a bit disappointed."
1anecdotes/miscellaneous	glass of wine	"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!"
1food	glass of wine	"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!"
3food	drinks	"The drinks are a saving grace, but service staff, please, get over yourselves."
1service	drinks	"The drinks are a saving grace, but service staff, please, get over yourselves."
3anecdotes/miscellaneous	NEGATIVE	"It was wonderful."
1service	delivery guys	"There is a downside if you're ordering in -- the delivery guys have MAJOR attitude."
2anecdotes/miscellaneous	NEGATIVE	"Will give it another chance before I write it off."
3service	staff	"The all-Italian staff is warm and engaging from the start."
3anecdotes/miscellaneous	NEGATIVE	"Village is one of those places that scores on all fronts."
3price	prices	"The prices are exceptionally reasonable for food of this caliber."
3food	prices	"The prices are exceptionally reasonable for food of this caliber."
3food	Tamarind Margaritas	"If you go here - your focus should be the Tamarind Margaritas."
3anecdotes/miscellaneous	NEGATIVE	"It is the best hidden spot there and I rave about it to everyone."
3food	filet mignon dish	"The filet mignon dish was superb!"
3anecdotes/miscellaneous	food	"I had been a regular due to the consistently good food and ease of getting a table."
3food	food	"I had been a regular due to the consistently good food and ease of getting a table."
3service	food	"I had been a regular due to the consistently good food and ease of getting a table."
3anecdotes/miscellaneous	NEGATIVE	"Can't wait wait for my next visit."
3ambience	place	"This place is the most Japanese it can ever get."
3food	food	"The food is good, I can't lie."
3food	food	"great food, lt's of it, more then one person can eat!"
3food	pastrami on challah sandwich	"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money."
2ambience	atmosphere	"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo."
3ambience	atomosphere	"Cozy romantic atomosphere with only around 15 tables at most."
3food	beer	"This place is worth going even if only for their beer."
3food	scallops	"I really like both the scallops and the mahi mahi (on saffron risotto-yum!)."
3food	ambience	"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
3ambience	ambience	"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
3price	ambience	"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
1food	Go Go Hamburgers	"Do not get the Go Go Hamburgers, no matter what the reviews say."
3food	sandwhiches	"The sandwhiches are out-of-this world!"
3anecdotes/miscellaneous	Thia food	"If you live in Upper Manhattan, Siam Square is THE place for Thia food."
3ambience	Decor	"Decor is charming."
3food	food	"The food was very well prepared."
3food	spring rolls	"Really tasty spring rolls and noodles for a good price though."
3price	spring rolls	"Really tasty spring rolls and noodles for a good price though."
1anecdotes/miscellaneous	NEGATIVE	"Stay away from this place."
4food	dim sum	"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap."
4food	drinks	"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique."
1price	drinks	"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique."
3service	stuff	"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff."
1food	food	"The food arrived 20 minutes after I called, cold and soggy."
1service	food	"The food arrived 20 minutes after I called, cold and soggy."
3price	pre-theatre menu	"If you go for the pre-theatre menu, it's an even greater deal."
2service	NEGATIVE	"The one up front will smile and say What can I get for you, brother?"
3anecdotes/miscellaneous	NEGATIVE	"Brava La Pizza Fresca!"
4food	seafood	"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place."
3price	prices	"The prices cannot be beat for the quality, quantity, freshness and taste."
3food	prices	"The prices cannot be beat for the quality, quantity, freshness and taste."
3anecdotes/miscellaneous	stomach	"Check it out, it won't hurt your stomach or your wallet."
3food	stomach	"Check it out, it won't hurt your stomach or your wallet."
3price	stomach	"Check it out, it won't hurt your stomach or your wallet."
1anecdotes/miscellaneous	NEGATIVE	"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over."
